nombre de noeuds;taille du travail;taille des morceaux;temps du travail
47;1000;1000000000;0m0.318s
7;1000;1000000;0m0.221s
15;1000;1000000;0m0.248s
23;1000;1000000;0m0.182s
31;1000;1000000;0m0.183s
39;1000;1000000;0m0.184s
47;1000;1000000;0m0.183s
7;1000;10000000;0m0.220s
15;1000;10000000;0m0.223s
23;1000;10000000;0m0.223s
31;1000;10000000;0m0.183s
39;1000;10000000;0m0.184s
47;1000;10000000;0m0.185s
7;1000;100000000;0m0.222s
15;1000;100000000;0m0.222s
23;1000;100000000;0m0.188s
31;1000;100000000;0m0.183s
39;1000;100000000;0m0.179s
47;1000;100000000;0m0.185s
7;1000;1000000000;0m0.227s
15;1000;1000000000;0m0.222s
23;1000;1000000000;0m0.182s
31;1000;1000000000;0m0.183s
39;1000;1000000000;0m0.183s
47;1000;1000000000;0m0.175s
7;10000;1000000;0m0.229s
15;10000;1000000;0m0.227s
23;10000;1000000;0m0.182s
31;10000;1000000;0m0.186s
39;10000;1000000;0m0.184s
47;10000;1000000;0m0.184s
7;10000;10000000;0m0.222s
15;10000;10000000;0m0.220s
23;10000;10000000;0m0.191s
31;10000;10000000;0m0.186s
39;10000;10000000;0m0.186s
47;10000;10000000;0m0.186s
7;10000;100000000;0m0.239s
15;10000;100000000;0m0.221s
23;10000;100000000;0m0.189s
31;10000;100000000;0m0.185s
39;10000;100000000;0m0.186s
47;10000;100000000;0m0.179s
7;10000;1000000000;0m0.180s
15;10000;1000000000;0m0.223s
23;10000;1000000000;0m0.182s
31;10000;1000000000;0m0.277s
39;10000;1000000000;0m0.183s
47;10000;1000000000;0m0.182s
7;100000;1000000;0m0.219s
15;100000;1000000;0m0.226s
23;100000;1000000;0m0.186s
31;100000;1000000;0m0.183s
39;100000;1000000;0m0.186s
47;100000;1000000;0m0.185s
7;100000;10000000;0m0.221s
15;100000;10000000;0m0.231s
23;100000;10000000;0m0.185s
31;100000;10000000;0m0.181s
39;100000;10000000;0m0.184s
47;100000;10000000;0m0.183s
7;100000;100000000;0m0.220s
15;100000;100000000;0m0.224s
23;100000;100000000;0m0.182s
31;100000;100000000;0m0.182s
39;100000;100000000;0m0.186s
47;100000;100000000;0m0.183s
7;100000;1000000000;0m0.222s
23;100000;1000000000;0m0.183s
15;100000;1000000000;0m0.222s
31;100000;1000000000;0m0.182s
39;100000;1000000000;0m0.184s
47;100000;1000000000;0m0.186s
7;1000000;1000000;0m0.381s
15;1000000;1000000;0m0.423s
23;1000000;1000000;0m0.385s
31;1000000;1000000;0m0.401s
39;1000000;1000000;0m0.385s
47;1000000;1000000;0m0.385s
7;1000000;10000000;0m0.182s
15;1000000;10000000;0m0.226s
23;1000000;10000000;0m0.185s
31;1000000;10000000;0m0.182s
39;1000000;10000000;0m0.185s
47;1000000;10000000;0m0.188s
7;1000000;100000000;0m0.222s
15;1000000;100000000;0m0.188s
23;1000000;100000000;0m0.186s
31;1000000;100000000;0m0.183s
39;1000000;100000000;0m0.184s
47;1000000;100000000;0m0.191s
7;1000000;1000000000;0m0.231s
15;1000000;1000000000;0m0.184s
23;1000000;1000000000;0m0.186s
31;1000000;1000000000;0m0.184s
39;1000000;1000000000;0m0.180s
47;1000000;1000000000;0m0.321s
7;10000000;1000000;0m0.620s
15;10000000;1000000;0m0.484s
23;10000000;1000000;0m0.483s
31;10000000;1000000;0m0.490s
39;10000000;1000000;0m0.484s
47;10000000;1000000;0m0.613s
7;10000000;10000000;0m1.822s
15;10000000;10000000;0m1.782s
23;10000000;10000000;0m1.813s
31;10000000;10000000;0m1.788s
39;10000000;10000000;0m1.794s
47;10000000;10000000;0m1.933s
7;10000000;100000000;0m0.204s
15;10000000;100000000;0m0.182s
23;10000000;100000000;0m0.188s
31;10000000;100000000;0m0.187s
39;10000000;100000000;0m0.201s
47;10000000;100000000;0m0.327s
7;10000000;1000000000;0m0.180s
15;10000000;1000000000;0m0.185s
23;10000000;1000000000;0m0.195s
31;10000000;1000000000;0m0.184s
39;10000000;1000000000;0m0.185s
47;10000000;1000000000;0m0.181s
7;100000000;1000000;0m2.632s
15;100000000;1000000;0m1.413s
23;100000000;1000000;0m1.082s
31;100000000;1000000;0m0.886s
39;100000000;1000000;0m0.785s
47;100000000;1000000;0m0.786s
7;100000000;10000000;0m3.402s
15;100000000;10000000;0m1.843s
23;100000000;10000000;0m1.884s
31;100000000;10000000;0m1.784s
39;100000000;10000000;0m1.783s
47;100000000;10000000;0m1.786s
7;100000000;100000000;0m14.241s
15;100000000;100000000;0m14.240s
23;100000000;100000000;0m15.692s
31;100000000;100000000;0m15.814s
39;100000000;100000000;0m15.694s
47;100000000;100000000;0m14.237s
7;100000000;1000000000;0m0.333s
15;100000000;1000000000;0m0.181s
23;100000000;1000000000;0m0.182s
31;100000000;1000000000;0m0.183s
39;100000000;1000000000;0m0.183s
47;100000000;1000000000;0m0.186s
7;1000000000;1000000;0m22.494s
15;1000000000;1000000;0m10.139s
23;1000000000;1000000;0m6.990s
31;1000000000;1000000;0m5.488s
39;1000000000;1000000;0m4.293s
47;1000000000;1000000;0m3.921s
7;1000000000;10000000;0m23.393s
15;1000000000;10000000;0m10.433s
23;1000000000;10000000;0m7.590s
31;1000000000;10000000;0m6.489s
39;1000000000;10000000;0m5.115s
47;1000000000;10000000;0m4.822s
7;1000000000;100000000;0m31.103s
15;1000000000;100000000;0m15.817s
23;1000000000;100000000;0m16.200s
31;1000000000;100000000;0m15.692s
39;1000000000;100000000;0m16.379s
47;1000000000;100000000;0m16.132s
7;1000000000;1000000000;2m31.068s
15;1000000000;1000000000;2m34.469s
23;1000000000;1000000000;2m33.973s
31;1000000000;1000000000;2m30.899s
39;1000000000;1000000000;2m31.916s
47;1000000000;1000000000;2m39.626s
1;1000;100;0m0.240s
1;1000;100;0m0.241s
1;10000;100;0m0.362s
1;10000;100;0m0.248s
1;100000;100;0m0.744s
1;100000;100;0m0.739s
1;1000000;100;0m2.552s
1;1000000;100;0m2.642s
1;10000000;100;0m9.550s
1;10000000;100;0m10.059s
1;100000000;100;1m19.105s
1;100000000;100;1m20.904s
1;1000000000;100;12m56.494s
1;1000000000;100;13m36.637s
